battery_id,discharge_cycle_index,capacity_Ah,ambient_temperature_C,voltage_mean,voltage_min,voltage_max,current_mean,current_min,temperature_mean,temperature_max,discharge_duration_s,SoH_pct
B0005,20,1.8470259949329193,24,3.5520375235511907,2.632142800798914,4.187614060563439,-1.8553455745575975,-2.01684718332263,32.37143341978575,38.44749852224995,3591.734,92.35129974664596
B0005,21,1.847417311283644,24,3.5525668436897124,2.5027764692056795,4.1876287811083985,-1.8746995273150975,-2.016190951623346,32.70024990461686,38.992275791716615,3552.297,92.3708655641822
B0005,22,1.8361774213478947,24,3.556794038327039,2.617507742871704,4.187447226312926,-1.873827212788385,-2.016760348146938,32.32266411829938,38.51424197364312,3531.578,91.80887106739473
B0005,23,1.8257807475776242,24,3.5614100044534203,2.694074478000972,4.187344026387161,-1.883193546754683,-2.0160230713598764,31.98795810666763,38.165816144899125,3492.907,91.2890373788812
B0005,24,1.8251136435078368,24,3.5566107947817986,2.6237674644021887,4.187438187636325,-1.873239184822504,-2.01719076462715,31.894456524691385,38.16526203587147,3511.594,91.25568217539184
B0005,25,1.8255815042203762,24,3.5586742170266272,2.5010798299873738,4.18774138117799,-1.9139593751505897,-2.0161148625656655,31.78039681801023,38.27549578575718,3431.9370000000054,91.2790752110188
B0005,26,1.8140311275083907,24,3.564103182686905,2.6849988185249796,4.188261122540052,-1.9030532722310995,-2.0168636304742815,31.688747146342205,37.982160799183106,3431.125,90.70155637541953
B0005,27,1.8147691941158939,24,3.559588063594272,2.547109116468133,4.187338767288234,-1.9134590742247914,-2.024643671910137,31.596747992569153,38.11100191887773,3412.406,90.7384597057947
B0005,28,1.813969388710352,24,3.556833231052199,2.471314764334132,4.187560306288175,-1.913620909902553,-2.017291134571006,31.565586498787077,38.18831137948753,3410.688,90.69846943551761
B0005,29,1.802765665167823,24,3.5624410850948944,2.6613903306108773,4.18805176248713,-1.9025819745719061,-2.01713712589233,31.59124667045208,37.998541119085836,3410.718,90.13828325839116
B0005,30,1.804077040117352,24,3.5591407106855666,2.541762355407921,4.187667484260542,-1.9130621638638965,-2.0159460285100574,31.603485399391182,38.194201649765226,3392.719,90.2038520058676
B0005,31,1.8518025516704486,24,3.5573161327793144,2.628919415830567,4.2010701773378685,-1.920618117118412,-2.0167372379007014,31.91556385491565,38.45796400011448,3470.672,92.59012758352243
B0005,32,1.8307038456739428,24,3.561870782772737,2.6312552691827045,4.1996223345495824,-1.9298830859597569,-2.0183057226929555,32.081128118597164,38.49126351534004,3414.109,91.53519228369714
B0005,33,1.8199041089501267,24,3.5617586337260088,2.654880745360911,4.199853323702163,-1.9293005284805407,-2.016579511976592,31.849792632896243,38.31473393357882,3395.219,90.99520544750634
B0005,34,1.8093079637028517,24,3.5597307651083123,2.6749688422803803,4.199103467081427,-1.923330987770314,-2.0193879194408373,31.465690433362017,37.861934640176806,3386.0,90.46539818514259
B0005,35,1.80460990458052,24,3.5575937553540915,2.6159705726789904,4.199998536865001,-1.9284469980320087,-2.015814483813837,31.40934895665031,37.90665575786083,3368.187,90.23049522902599
B0005,36,1.7993770651972192,24,3.5597237883937995,2.658447162110498,4.19967522099872,-1.9231439161693824,-2.019901495893039,31.902247475518077,38.34003238560517,3368.266,89.96885325986096
B0005,37,1.7884432335370462,24,3.559061771422033,2.6979426084271156,4.1991847248803165,-1.9170149640438081,-2.016522387288751,31.649024294808623,38.0745950590744,3358.719,89.42216167685231
B0005,38,1.7829230484252723,24,3.557015527748059,2.6617272246516333,4.200012480335,-1.922048805055383,-2.017112121704317,31.48874626238971,38.07252758016199,3339.5,89.14615242126361
B0005,39,1.7730337158018288,24,3.5562481933590964,2.699288287625812,4.1992373656547874,-1.9162302821549877,-2.018009988339822,31.329995610092634,37.80133585100446,3331.265,88.65168579009143
B0005,40,1.773037755078937,24,3.5532756526091784,2.6127932408838532,4.1993957811187075,-1.9220800182578983,-2.017724236336294,31.569551201845574,38.39873985476869,3321.188,88.65188775394685
B0005,41,1.7678721106662054,24,3.556266431640255,2.6637064901468075,4.1995786980260705,-1.9162417890311958,-2.016792488625222,32.111426258867944,38.74929237918251,3321.844,88.39360553331026
B0005,42,1.7623150704093087,24,3.5563095420140822,2.6668454289754746,4.199546957512695,-1.9158809823517762,-2.0172551326315866,32.271676011112376,38.87275464755104,3311.828,88.11575352046543
B0005,43,1.7676172924938447,24,3.558950851054106,2.684431051981017,4.194091469340824,-1.9114406265753041,-2.0159457514475405,31.842291659678658,38.503541429116005,3327.391,88.38086462469224
B0005,44,1.762668359743147,24,3.5534418211598053,2.645224362345869,4.200715235801255,-1.9158166997544155,-2.021877555086194,31.759815453754253,38.27009094548294,3312.078,88.13341798715734
B0005,45,1.7517304870664143,24,3.5510121537420285,2.6603527244917,4.1990980807180325,-1.9151304155635374,-2.0169903181968984,31.41911167391793,38.11684755251712,3293.172,87.58652435332071
B0005,46,1.7418496047960008,24,3.551317608213948,2.6926849789916263,4.199398534411534,-1.9148485784393638,-2.016185456554963,31.331626572312267,38.04152715355532,3275.328,87.09248023980004
B0005,47,1.7360913511847138,24,3.549003180550162,2.670544734728978,4.199122915612965,-1.9144128654409127,-2.0170647431651068,31.35934131425137,38.17980302242767,3265.016,86.8045675592357
B0005,48,1.7936240148573608,24,3.5597648340955175,2.605158060541757,4.190409478081396,-1.9388813849818083,-2.0168134548386294,34.31088483888259,40.71218198711114,3328.937,89.68120074286804
B0005,49,1.7831890223273275,24,3.5623454342368555,2.672012007453096,4.199933846791869,-1.927509725704535,-2.0165540953857675,33.43585640373788,39.885261233152924,3329.266,89.15945111636637
B0005,50,1.7673642076278957,24,3.558336657621618,2.674271233724938,4.199365021329158,-1.9267185977839403,-2.022483480851903,32.66698125020078,39.18287352945846,3301.579,88.36821038139479
B0005,51,1.7570177850353066,24,3.554013138622869,2.6309416727017187,4.19902365945384,-1.9261308349663746,-2.0168041459037114,32.28423408691397,38.951564804030774,3283.563,87.85088925176532
B0005,52,1.7468706179837907,24,3.552376095886298,2.6629725743154204,4.199432142144215,-1.9202346781375206,-2.0172800396238526,32.00739178780946,38.607510759873634,3275.125,87.34353089918953
B0005,53,1.7417172507457144,24,3.549618661283733,2.612942119873717,4.199640922827531,-1.9201011498853633,-2.0159193745006387,32.06387071886056,38.920359903369054,3265.656,87.08586253728572
B0005,54,1.7364225056478186,24,3.54938103086703,2.6157198442661476,4.199305653118061,-1.9144278105456467,-2.0206059195730015,32.43754560319043,39.23273115358871,3266.093,86.82112528239094
B0005,55,1.7263217239235826,24,3.5472118680418956,2.6287695472774453,4.198949734540481,-1.908340706503589,-2.017554048083073,32.16809876635083,38.964927068400804,3257.594,86.31608619617913
B0005,56,1.7158065389330133,24,3.5467052098640246,2.6655106679421823,4.19834220599025,-1.902207182631691,-2.016416703030436,32.05752645824972,38.83927283461771,3248.593,85.79032694665067
B0005,57,1.710533351135192,24,3.544629653883431,2.650495153350403,4.198995776266302,-1.9020484449938713,-2.0170229987437884,31.975920928072714,38.82796377704433,3238.766,85.52666755675959
B0005,58,1.706014499648521,24,3.5436291614253204,2.643236235233877,4.19916986492694,-1.8964907679062355,-2.016783933430818,32.21689335291319,39.14007944734004,3240.14,85.30072498242605
B0005,59,1.7003110272642588,24,3.5444946147995258,2.656450207001938,4.199246833083063,-1.895971437908019,-2.0199829306240713,32.55632993697177,39.349611598028886,3230.109,85.01555136321294
B0005,60,1.6945798601797895,24,3.5409201846556857,2.626177688152069,4.1992551886401595,-1.8899648799839277,-2.016448312230377,32.40048085325998,39.29444535878087,3229.7810000000027,84.72899300898948
B0005,61,1.6849029086609286,24,3.541195668799061,2.6582230344240045,4.199610827671791,-1.8893703824420507,-2.0264654916334726,32.29371860868794,39.10487658009542,3212.469,84.24514543304643
B0005,62,1.6744741591159717,24,3.540671044783382,2.695100237338448,4.1994453812630566,-1.8776883243431417,-2.017330650607364,32.136071448067796,39.0462609369598,3213.219,83.72370795579859
B0005,63,1.6745692479879102,24,3.5376048790268775,2.639091813583503,4.198991968341307,-1.8831065986697755,-2.0225787607034706,32.38268549723498,39.398032192832,3203.578,83.72846239939551
B0005,64,1.663716375981405,24,3.538422485261741,2.6857210282450983,4.197785116892181,-1.876359921441716,-2.0158674131052456,32.30899951427637,39.10678394120843,3195.125,83.18581879907026
B0005,65,1.659013868748246,24,3.53928626988912,2.69017866510873,4.201331130571617,-1.8709550260104437,-2.016878594815316,32.56636929496716,39.44448954135193,3195.3129999999946,82.9506934374123
B0005,66,1.6538540573335014,24,3.533690170241391,2.639895313359579,4.199339974904826,-1.8705599868289542,-2.0190191551299326,32.46542951751835,39.509602016775695,3186.297,82.69270286667508
B0005,67,1.642653782130131,24,3.534367734544495,2.68991452927918,4.198916244859707,-1.8640049795794804,-2.0179820220655023,32.347056454418095,39.334865362245324,3176.438,82.13268910650655
B0005,68,1.6378578430223698,24,3.5312941932103548,2.65935818848874,4.198537488587242,-1.8636932149873204,-2.0158401305926343,32.371538940646154,39.43723270017243,3167.593,81.89289215111849
B0005,69,1.6327350407099108,24,3.5309134771684274,2.6657030585650423,4.198943932259475,-1.857820396301907,-2.0192083553177325,32.45549347979197,39.51375235624076,3167.719,81.63675203549555
B0005,70,1.6277528915533617,24,3.5287226893409893,2.642986759012803,4.199579806494986,-1.8572160981955346,-2.017754065523427,32.50017194695606,39.60170302810528,3159.077999999994,81.38764457766808
B0005,71,1.622125485521159,24,3.52625493581969,2.6311169118893036,4.198782234828033,-1.8568340008006827,-2.016206764491147,32.50100298369444,39.687463597582074,3148.829,81.10627427605796
B0005,72,1.6113256603765849,24,3.528684324337005,2.696157404617167,4.19910517813207,-1.8448886500218815,-2.018425729441905,32.4728927422438,39.53535075538898,3149.094,80.56628301882924
B0005,73,1.6065631397488385,24,3.525556939424901,2.6667596238241567,4.198510853141954,-1.8444180038305806,-2.0200094988659028,32.50480154634882,39.6502371632164,3140.547,80.32815698744193
B0005,74,1.6015142233917594,24,3.5226805646793737,2.6403185448373043,4.198732430468704,-1.8438790389835118,-2.0160906793454063,32.51218336210202,39.69929058154853,3131.625,80.07571116958798
B0005,75,1.590369231400328,24,3.524673458789008,2.69892986372897,4.198799630396931,-1.83711254029409,-2.017218805788003,32.45692821941515,39.56076309770468,3121.907,79.5184615700164
B0005,76,1.5857889968242211,24,3.5213155754526824,2.6682466504352993,4.198753541225669,-1.8315957075983758,-2.017576881832417,32.447059186431154,39.63708096307912,3122.125,79.28944984121105
B0005,77,1.5849430707374117,24,3.51803386486462,2.6479207279724903,4.200309982421394,-1.8311195242792309,-2.0163186530776205,32.32889654966259,39.43977047692484,3121.672,79.24715353687058
B0005,78,1.5955263892495937,24,3.5236841955396794,2.6741633856529066,4.201124089732316,-1.8432799764914718,-2.016322017667326,32.84488475360107,39.839022256254516,3120.86,79.77631946247968
B0005,79,1.5747301747801037,24,3.519146638240668,2.6892528956736257,4.198150316653697,-1.829798505957538,-2.0160583834613157,32.31731555011648,39.41794949618613,3103.828,78.73650873900519
B0005,80,1.5649019950937946,24,3.516233648608237,2.688809122993162,4.198524048997099,-1.8236746835609148,-2.0176016183677974,32.06376130177751,39.262781682151214,3095.094,78.24509975468973
B0005,81,1.5597659473370362,24,3.514773138461639,2.6743555987897745,4.198840869468569,-1.8176720770210877,-2.018404141903304,32.21997626855924,39.47237839941986,3095.781,77.98829736685181
B0005,82,1.5594815668184234,24,3.5132992979150073,2.6430294964336345,4.198119631667182,-1.8179238657973993,-2.016777852675889,32.7120225448885,40.037541469513684,3094.328,77.97407834092117
B0005,83,1.55468935359061,24,3.514484830704665,2.6584858447131823,4.198320288264955,-1.817160673909645,-2.019500858990014,32.945022147355694,40.142730162011574,3086.531,77.7344676795305
B0005,84,1.5488741079890418,24,3.5109677353595243,2.629782173759164,4.1980467610750285,-1.8110297241968543,-2.025028692484549,32.857549597381336,40.1165626728546,3085.625,77.44370539945209
B0005,85,1.538236598942558,24,3.5109358749578012,2.6622967647315545,4.199047008209673,-1.8094435644526072,-2.017188769565156,32.629663328789654,39.87503330866132,3067.203,76.9118299471279
B0005,86,1.527914258251028,24,3.509393098217416,2.682380966742509,4.197669918520713,-1.8026537331443495,-2.0203529496154493,32.379859014262976,39.61961987024145,3058.157,76.39571291255139
B0005,87,1.5285252629756445,24,3.5066782411556563,2.6401894768922713,4.197600624105256,-1.8031542757366414,-2.016749317444538,32.68215852457039,40.067324667444815,3058.812,76.42626314878223
B0005,88,1.522647325284378,24,3.5109885623008092,2.693769409137257,4.197985718630326,-1.7965666438696486,-2.016964364118414,32.99387423636739,40.24716716520102,3058.578,76.1323662642189
B0005,89,1.5174859938489869,24,3.510305462695178,2.695787450704935,4.198164128530042,-1.7959771394311956,-2.0177154474110517,33.04539707211165,40.30253125568348,3049.328,75.87429969244934
B0005,90,1.605818899130659,24,3.5222215314850214,2.6920548172137724,4.222920057935785,-1.822916991757235,-2.017087516284557,32.856295641052824,40.09418103142496,3177.219,80.29094495653295
B0005,91,1.5638491446744425,24,3.5163492154331264,2.629071246219689,4.200423045909808,-1.8294275689587538,-2.0177115857667665,33.33950238056361,40.52238496316615,3082.937,78.19245723372212
B0005,92,1.5480915247767786,24,3.5134397623234963,2.631343871050918,4.198372063670128,-1.816317296828028,-2.0160877086861952,33.35156485472646,40.56886357314186,3074.266,77.40457623883893
B0005,93,1.5323755631868592,24,3.515137522009075,2.6983970036642315,4.198353213898968,-1.8033689952639713,-2.0174325692631547,33.147486361012966,40.27804845768325,3066.0,76.61877815934297
B0005,94,1.5269528268489705,24,3.50830390643132,2.6338485871981514,4.197873789078739,-1.802670753119494,-2.017976023705107,33.007275861749356,40.2921849196155,3056.437,76.34764134244853
B0005,95,1.5169573017136326,24,3.509190808443004,2.671566207861818,4.197955644238241,-1.7958941337499832,-2.016684455267326,32.91990812745461,40.184384347174266,3048.219,75.84786508568163
B0005,96,1.5118975960142693,24,3.5068097579555353,2.6540810507928123,4.197918434710392,-1.795344963527795,-2.0185074328810417,32.99903328622305,40.320066232195046,3039.218,75.59487980071347
B0005,97,1.5065638960681105,24,3.50609090727422,2.656849703962618,4.197739340034368,-1.7893518988259454,-2.0206154364574687,33.03772281691292,40.336505612651585,3039.047,75.32819480340552
B0005,98,1.5015453526671363,24,3.5037157727265953,2.6363048614501152,4.19785490446139,-1.7883879159763685,-2.0174212119307557,33.07740307192613,40.43267631588412,3030.375,75.07726763335681
B0005,99,1.4908444050400238,24,3.5067479961367156,2.69951692300468,4.197306756122815,-1.7815447770741009,-2.0224772834102507,33.05467981523988,40.314538591575015,3021.0,74.54222025200119
B0005,100,1.485868384561201,24,3.5058813026542324,2.698216006032282,4.197528212001444,-1.7753115642966961,-2.0179249554704706,33.11570360624461,40.386661855917744,3021.75,74.29341922806006
B0005,101,1.480413677976106,24,3.504168333530808,2.6911707598773864,4.19743662221161,-1.7742377662318358,-2.018486701026112,33.12942148982364,40.43384612547835,3012.265,74.02068389880529
B0005,102,1.4752095869031632,24,3.5030568931470634,2.690162319231471,4.197717228550219,-1.773860289771637,-2.0172029187594718,33.130681310493344,40.44479269068758,3002.641,73.76047934515816
B0005,103,1.4859035988304024,24,3.4982324882487936,2.6355034454892072,4.192454851360723,-1.7809702419814517,-2.017032616337778,33.20069210329718,40.58499656066617,3012.0,74.29517994152012
B0005,104,1.4960918298136696,24,3.5065859365661325,2.6594753656507684,4.202845001527377,-1.7879098523188452,-2.020648432189961,33.78697527817091,40.99869158762305,3020.11,74.80459149068348
B0005,105,1.4808005946928984,24,3.501457140697961,2.644554999824577,4.197952808231904,-1.780229415660985,-2.018056806197647,33.673365085761986,40.997807625227495,3002.172000000006,74.04002973464492
B0005,106,1.4697543268466824,24,3.501658387162809,2.6719601666204564,4.198017952345714,-1.7731015168894209,-2.017916668624779,33.535818118317145,40.84213757482493,2992.703,73.48771634233412
B0005,107,1.4539012274845928,24,3.4966186408455298,2.6598211033173382,4.192162800008929,-1.7705879947441516,-2.027591717224413,33.32269982188509,40.69012464267011,2964.468,72.69506137422964
B0005,108,1.4541462067235693,24,3.4991645719433246,2.688360455508818,4.196993378341778,-1.7600629827474803,-2.017344770444764,33.346230327490304,40.69938049882204,2983.375,72.70731033617847
B0005,109,1.455023751906683,24,3.496080777360074,2.6376728619288525,4.197603515102162,-1.765575132998529,-2.017072416845675,33.64948900485925,41.06026204078849,2975.297,72.75118759533416
B0005,110,1.449042163761236,24,3.4959014526387993,2.645120521151077,4.196406678544622,-1.7588271887545277,-2.0179388823247932,33.79269513542102,41.19696040482682,2974.9850000000006,72.4521081880618
B0005,111,1.4386709371480566,24,3.49758697990267,2.698012437629632,4.197098662004674,-1.7516428147438297,-2.029098489464331,33.52446663707275,40.84446688602949,2966.25,71.93354685740283
B0005,112,1.433445432156979,24,3.4956989619989507,2.6928942772989077,4.196909312093871,-1.7513097768253418,-2.025048878675005,33.39042251934235,40.764203830749366,2956.359,71.67227160784894
B0005,113,1.4333958900838095,24,3.492875380810072,2.6483923655058113,4.197105220217278,-1.7511840784846122,-2.0170494375017745,33.67370212742761,41.11212504270441,2956.344,71.66979450419048
B0005,114,1.42806487344776,24,3.49551076423368,2.6832134764261997,4.196244829545076,-1.7446206812145286,-2.017587381204539,33.91080564765892,41.27256611507568,2956.406,71.403243672388
B0005,115,1.4229203181741186,24,3.4942333590450834,2.684960445221862,4.1968026018066595,-1.7436362428649814,-2.0245398824990146,33.7850680599871,41.15574924454392,2947.266,71.14601590870593
B0005,116,1.417429032731308,24,3.491197414255986,2.669922120529456,4.196227405416926,-1.7425325036061032,-2.01689808000431,33.61126807392732,41.03237216951879,2937.984,70.8714516365654
B0005,117,1.412409228794446,24,3.4889094081576237,2.664105530655056,4.196558172556389,-1.7419837011363046,-2.0197651300783948,33.45598581472246,40.937269906716935,2929.125,70.6204614397223
B0005,118,1.412578792940193,24,3.487376295811431,2.634098605983684,4.196870541112335,-1.7421680980861822,-2.0182280835485455,33.723267448788484,41.240704611971786,2928.454,70.62893964700964
B0005,119,1.4075983731469897,24,3.491994243745711,2.68378702970616,4.196795527524874,-1.735841378420618,-2.0178512019397976,34.050076369857344,41.43649987692296,2929.375,70.37991865734948
B0005,120,1.4333920485221476,24,3.491585878898649,2.660031949282934,4.189287343772767,-1.7567879869499758,-2.017223089332264,33.889346908026745,41.16703904201915,2946.031,71.66960242610739
B0005,121,1.4382550176792908,24,3.495576227046425,2.650011641082063,4.201144545237731,-1.7573176114092575,-2.0257290511470427,34.067648550088656,41.36216559728765,2955.438,71.91275088396453
B0005,122,1.4173547174485526,24,3.4938988589692483,2.6936969083341418,4.196925753814179,-1.7427628393326555,-2.01734921830549,33.75168100943646,41.02198772703674,2937.625,70.86773587242763
B0005,123,1.406981663677643,24,3.49159162968384,2.697073130067154,4.196901090271507,-1.7352637407600366,-2.016959683770622,33.46482299584788,40.78818812957494,2929.078,70.34908318388216
B0005,124,1.4012037783587625,24,3.4885729299834787,2.6806995515145213,4.196688955833435,-1.7344350518111926,-2.0173176445033945,33.40210697922146,40.81506138506309,2918.375,70.06018891793812
B0005,125,1.3967008232726328,24,3.4869021151089825,2.6695398084864568,4.196339302740304,-1.7280392046289716,-2.0174893103299003,33.410688917712235,40.858374219876424,2919.812,69.83504116363164
B0005,126,1.391284788852726,24,3.4855485210036417,2.671695307817951,4.196181412764837,-1.7326888725308258,-2.0162082324346313,33.38984948261314,40.839876773287166,2900.422,69.5642394426363
B0005,127,1.3862287677978349,24,3.4838912547260388,2.661289185949965,4.195770804194879,-1.7260735249920125,-2.0178551648279797,33.3700433438796,40.85376069244676,2901.375,69.31143838989175
B0005,128,1.3804366761974138,24,3.483198941484065,2.667817533540102,4.195456241846729,-1.7195393742714093,-2.01649929452358,33.27215987470977,40.74795214258888,2901.187,69.02183380987069
B0005,129,1.3752364150256224,24,3.4836274447098883,2.684008069130594,4.19654355365607,-1.7185829844462923,-2.0162911974216766,33.222444215660225,40.68794001196382,2891.64,68.76182075128112
B0005,130,1.3705128024895008,24,3.480172442538601,2.6585256208771644,4.194357133255019,-1.717672415155695,-2.0164165307282076,33.26207748383125,40.7810749453613,2882.906,68.52564012447505
B0005,131,1.3705085566270399,24,3.478452148610975,2.6372250579822927,4.195863681881766,-1.7177080769362936,-2.0166833595676397,33.312029905516525,40.88159339768709,2883.265,68.52542783135199
B0005,132,1.3647355108681518,24,3.4785782556105507,2.6514257735606432,4.1955845546644195,-1.7109669363015376,-2.0156447128046424,33.25287943255863,40.81191473576834,2882.969,68.23677554340759
B0005,133,1.375392016895762,24,3.4825195584604582,2.676384659108382,4.188483624251573,-1.7184206130755166,-2.015672372070857,33.745054045019884,41.11793533148924,2891.656,68.7696008447881
B0005,134,1.3861115151535393,24,3.4886823636752826,2.6949138502817815,4.200346502821317,-1.7260471943596487,-2.01575998810726,33.88841975386692,41.248795355864885,2901.25,69.30557575767696
B0005,135,1.3698500035838939,24,3.4858502383832755,2.6973343716306273,4.1981749992980655,-1.712021613408506,-2.016014837696764,33.7353756996425,41.16242984455477,2891.703,68.49250017919469
B0005,136,1.3647827949260758,24,3.478794177297151,2.642540259937964,4.195715092938243,-1.711022510206629,-2.0165238233233063,33.59131052719714,41.16437554618679,2883.016,68.23913974630379
B0005,137,1.3543220466259964,24,3.4812826020756744,2.699226257883075,4.195755769877104,-1.703421414006958,-2.0182163733141314,33.32366688599416,40.864216180205034,2873.453,67.71610233129982
B0005,138,1.3546417018378962,24,3.480352041587074,2.676480329780849,4.195911764444989,-1.703574708739156,-2.016150778973011,33.691961507697364,41.25434553511566,2874.031,67.73208509189482
B0005,139,1.3547039213192407,24,3.4781127815565127,2.642142168479886,4.195824004004723,-1.7034912994217157,-2.0176181286216193,33.887639684793655,41.45023191903855,2874.234,67.73519606596203
B0005,140,1.349314997503458,24,3.4765867130506125,2.644725254926797,4.196258226051591,-1.7023383270190764,-2.017297732143782,33.67308060941856,41.27708509224051,2864.984,67.4657498751729
B0005,141,1.3441891937970554,24,3.4733769291841643,2.632270655366611,4.196612664794988,-1.7014238498912502,-2.017223266913469,33.411988203265814,41.064605154983276,2855.093,67.20945968985276
B0005,142,1.3389913790695755,24,3.4726366397371127,2.6391006118876117,4.195850781215982,-1.6950436046971957,-2.0197342717689364,33.29926524979532,40.99284868101728,2855.625,66.94956895347877
B0005,143,1.3389145230206971,24,3.473439372740961,2.637841830893275,4.1960023929619235,-1.695057731610264,-2.016896104476736,33.59980731390034,41.29040553417739,2855.594,66.94572615103486
B0005,144,1.3340066759761655,24,3.4754777099091454,2.668286095904868,4.196207586734141,-1.6937809113323188,-2.0199925086996786,33.61961195858585,41.22740227746052,2847.437,66.70033379880827
B0005,145,1.3286444309174914,24,3.4722884821666766,2.6490198126838553,4.195534582569042,-1.6869434054016965,-2.0167450744074586,33.3945201718652,41.04619550953222,2847.36,66.43222154587457
B0005,146,1.3231708992276219,24,3.471373665098864,2.664058512378051,4.1957439573980455,-1.6860649112944592,-2.0163628111205263,33.16734508187535,40.85874389007758,2837.328,66.1585449613811
B0005,147,1.3181691588445197,24,3.4726160162875095,2.6883611693898826,4.19586805747139,-1.6795829780331424,-2.0162121238671036,33.10962161613893,40.79196924883506,2837.281,65.90845794222598
B0005,148,1.3184664436640334,24,3.4738146874457896,2.6869753836302124,4.195347750909715,-1.679793840292355,-2.0168197393548124,33.46501751186519,41.14127834456325,2838.515,65.92332218320168
B0005,149,1.318293040102702,24,3.4701426486639693,2.6507536817766586,4.196065828878837,-1.6851739865098712,-2.0187637742643867,33.4426191014044,41.14429319149828,2828.328,65.9146520051351
B0005,150,1.323872422244268,24,3.467523652225441,2.6646322789106516,4.184534803011309,-1.6863812036302581,-2.016191969154752,33.037928170775885,40.66184230912503,2838.265,66.19362111221339
B0005,151,1.3601216766554785,24,3.4767525840839255,2.6400211837268666,4.201240476440081,-1.715777469309528,-2.021651287065962,33.4949493613756,41.046694544970684,2864.547,68.00608383277392
B0005,152,1.3395306867947354,24,3.4758956827369127,2.674198661305034,4.195703567262997,-1.7007216920098716,-2.017592416950431,33.491363029025784,41.0462053156659,2846.39,66.97653433973677
B0005,153,1.3290286565120697,24,3.475812179626641,2.696427051131168,4.195744519551191,-1.6928138295817332,-2.0171105982760715,33.329808599922345,40.868302643225604,2837.969,66.45143282560349
